iter	Logloss	Accuracy
889	0.2506254435	0.9134615385
890	0.2505429488	0.9134615385
891	0.2503466089	0.9134615385
892	0.2502503875	0.9134615385
893	0.2501143835	0.9134615385
894	0.2499958247	0.9134615385
895	0.2497829812	0.9134615385
896	0.2496891113	0.9134615385
897	0.249657252	0.9134615385
898	0.2494559617	0.9134615385
899	0.2492184218	0.9134615385
900	0.2489621553	0.9134615385
901	0.2487163776	0.9134615385
902	0.2486106758	0.9134615385
903	0.2485637272	0.9134615385
904	0.2484062113	0.9134615385
905	0.2483308896	0.9134615385
906	0.2482733657	0.9134615385
907	0.2480221115	0.9134615385
908	0.2478755506	0.9134615385
909	0.2478340717	0.9134615385
910	0.2477109334	0.9134615385
911	0.2476694713	0.9134615385
912	0.2474913047	0.9134615385
913	0.2472117008	0.9134615385
914	0.2470646866	0.9134615385
915	0.2469678352	0.9134615385
916	0.2468835712	0.9134615385
917	0.2467348358	0.9134615385
918	0.2465828596	0.9134615385
919	0.246411298	0.9158653846
920	0.246342492	0.9134615385
921	0.2461314267	0.9158653846
922	0.2458059476	0.9158653846
923	0.2457758457	0.9158653846
924	0.2456634278	0.9158653846
925	0.24548226	0.9158653846
926	0.2453701524	0.9158653846
927	0.2453609084	0.9158653846
928	0.245274882	0.9158653846
929	0.2451237088	0.9158653846
930	0.2448904557	0.9158653846
931	0.2447164454	0.9158653846
932	0.2446046456	0.9158653846
933	0.2445268722	0.9158653846
934	0.2444507271	0.9158653846
935	0.2444262236	0.9158653846
936	0.2442429125	0.9158653846
937	0.2441704716	0.9158653846
938	0.2439866669	0.9158653846
939	0.2438152673	0.9158653846
940	0.2437901804	0.9158653846
941	0.2434967868	0.9158653846
942	0.2434390619	0.9158653846
943	0.2433828707	0.9158653846
944	0.2433105372	0.9158653846
945	0.2432494974	0.9158653846
946	0.243094117	0.9158653846
947	0.2429621814	0.9158653846
948	0.2428025793	0.9158653846
949	0.2425766667	0.9158653846
950	0.2424876242	0.9158653846
951	0.2422974285	0.9158653846
952	0.2422678275	0.9158653846
953	0.24219654	0.9158653846
954	0.2419991137	0.9158653846
955	0.2418222888	0.9134615385
956	0.2417859387	0.9134615385
957	0.2416116343	0.9134615385
958	0.2415255118	0.9134615385
959	0.2411245092	0.9134615385
960	0.2410123737	0.9134615385
961	0.2409339365	0.9134615385
962	0.2408812433	0.9134615385
963	0.2408361109	0.9134615385
964	0.240797435	0.9134615385
965	0.2407279619	0.9158653846
966	0.2406009794	0.9134615385
967	0.2402403907	0.9182692308
968	0.2399426208	0.9182692308
969	0.2398523662	0.9182692308
970	0.2398258606	0.9182692308
971	0.239467622	0.9182692308
972	0.2393199405	0.9182692308
973	0.2391705427	0.9182692308
974	0.2390798707	0.9182692308
975	0.2389860458	0.9182692308
976	0.2388480203	0.9182692308
977	0.2387569679	0.9182692308
978	0.2385381765	0.9182692308
979	0.2383969464	0.9182692308
980	0.2383318828	0.9182692308
981	0.2382560328	0.9182692308
982	0.2382042149	0.9182692308
983	0.2381756197	0.9182692308
984	0.2381041401	0.9182692308
985	0.2380773714	0.9182692308
986	0.2380005507	0.9182692308
987	0.2379022365	0.9182692308
988	0.2376527037	0.9182692308
989	0.2375846605	0.9182692308
990	0.2374750042	0.9182692308
991	0.2373969465	0.9182692308
992	0.2371680987	0.9182692308
993	0.2371064651	0.9182692308
994	0.2368255556	0.9182692308
995	0.2367808964	0.9182692308
996	0.2366537725	0.9182692308
997	0.2364748397	0.9182692308
998	0.2364319633	0.9182692308
999	0.2363899699	0.9182692308
